customer_id,age,gender,city,cohort_month,last_txn_date,days_since_last_txn,is_churned,txn_count,avg_txn_amount
CUST100311,41,Female,Bangalore,2023-11-22,2024-05-27,-147,0,4,2222.5725
CUST100312,69,Female,Bangalore,2022-12-27,2024-05-20,-140,0,3,2479.3733333333334
CUST100313,28,Male,Bangalore,2022-05-31,2023-08-05,149,0,7,3760.82
CUST100314,66,Male,Delhi,2022-05-01,2024-02-02,-32,0,7,3106.124285714286
CUST100315,25,Male,Delhi,2022-08-29,2023-11-07,55,0,5,2531.67
CUST100316,53,Male,Hyderabad,2023-03-27,2024-04-16,-106,0,11,3001.9672727272728
CUST100317,55,Male,Bangalore,2022-01-31,2024-05-27,-147,0,6,3269.0833333333335
CUST100318,57,Female,Delhi,2022-01-01,2024-03-20,-79,0,7,1428.3457142857144
CUST100319,37,Male,Mumbai,2022-07-30,2024-05-25,-145,0,11,2511.1745454545453
CUST100320,52,Male,Hyderabad,2023-06-25,2024-04-04,-94,0,7,2197.097142857143
CUST100321,65,Male,Pune,2022-10-28,2023-11-17,45,0,2,2335.425
CUST100322,42,Female,Chennai,2022-11-27,2023-10-29,64,0,4,3415.71
CUST100323,52,Female,Hyderabad,2022-11-27,2023-05-10,236,1,7,1824.2271428571428
CUST100324,42,Female,Chennai,2022-06-30,2024-04-04,-94,0,12,2088.28
CUST100325,46,Female,Bangalore,2022-12-27,2024-04-28,-118,0,7,2402.062857142857
CUST100326,35,Male,Chennai,2022-07-30,2023-09-28,95,0,6,2396.68
CUST100327,63,Male,Bangalore,2023-09-23,2024-02-23,-53,0,5,2798.202
CUST100328,35,Female,Mumbai,2022-08-29,2024-06-16,-167,0,11,3149.047272727273
CUST100329,19,Female,Chennai,2022-06-30,2024-06-07,-158,0,12,2802.0775
CUST100330,52,Male,Hyderabad,2023-08-24,2023-10-19,74,0,8,2845.8075
CUST100331,33,Male,Bangalore,2023-11-22,2024-02-13,-43,0,10,2063.884
CUST100332,58,Female,Hyderabad,2023-02-25,2024-05-17,-137,0,10,1907.3650000000002
CUST100333,53,Female,Delhi,2022-01-31,2023-05-18,228,1,7,2444.6114285714284
CUST100334,50,Female,Bangalore,2023-10-23,2024-03-28,-87,0,7,3767.932857142857
CUST100335,21,Female,Chennai,2023-07-25,2023-07-12,173,0,8,3469.24
CUST100336,50,Male,Bangalore,2022-11-27,2023-11-27,35,0,3,3137.2899999999995
CUST100337,31,Male,Hyderabad,2022-01-01,2024-03-13,-72,0,6,2957.068333333333
CUST100338,38,Male,Mumbai,2023-10-23,2024-05-13,-133,0,8,2896.125
CUST100339,65,Female,Bangalore,2023-09-23,2024-02-08,-38,0,6,3290.0866666666666
CUST100340,37,Female,Chennai,2022-07-30,2024-05-06,-126,0,5,1829.4260000000002
CUST100341,25,Male,Delhi,2022-05-01,2024-03-31,-90,0,9,2387.972222222222
CUST100342,24,Male,Pune,2023-02-25,2024-04-06,-96,0,7,2460.534285714286
CUST100343,20,Male,Mumbai,2022-01-01,2024-02-26,-56,0,10,3244.894
CUST100344,34,Male,Delhi,2022-01-01,2023-08-14,140,0,5,2240.95
CUST100345,50,Female,Bangalore,2022-09-28,2022-12-16,381,1,3,2644.6233333333334
CUST100346,65,Male,Hyderabad,2023-09-23,2024-03-08,-67,0,4,2397.42
CUST100347,29,Male,Hyderabad,2022-09-28,2024-04-12,-102,0,11,2169.966363636364
CUST100348,68,Male,Chennai,2023-08-24,2024-01-29,-28,0,6,2189.556666666667
CUST100349,39,Male,Hyderabad,2023-02-25,2024-06-15,-166,0,9,2462.882222222222
CUST100350,39,Male,Mumbai,2023-04-26,2024-03-15,-74,0,9,3185.057777777778
CUST100351,63,Male,Hyderabad,2023-09-23,2024-01-28,-27,0,5,1990.984
CUST100352,47,Male,Chennai,2022-05-31,2023-12-30,2,0,8,2297.81625
CUST100353,55,Female,Pune,2022-03-02,2023-07-02,183,1,4,3292.315
CUST100354,55,Female,Bangalore,2022-12-27,2024-05-20,-140,0,6,2128.915
CUST100355,62,Female,Bangalore,2023-03-27,2024-05-10,-130,0,9,2307.9244444444444
CUST100356,68,Female,Hyderabad,2022-07-30,2024-05-13,-133,0,12,2781.9249999999997
CUST100357,25,Male,Delhi,2023-02-25,2024-03-22,-81,0,2,2481.62
CUST100358,44,Female,Bangalore,2023-04-26,2024-01-29,-28,0,7,1600.8600000000001
CUST100359,44,Female,Pune,2023-04-26,2024-02-14,-44,0,7,2482.61
CUST100360,51,Male,Hyderabad,2023-09-23,2023-08-02,152,0,3,3649.6
CUST100361,38,Male,Chennai,2022-12-27,2023-10-09,84,0,5,2563.428
CUST100362,47,Female,Pune,2023-04-26,2024-06-07,-158,0,7,2837.7314285714283
CUST100363,50,Female,Hyderabad,2022-05-31,2024-03-24,-83,0,6,2499.92
CUST100364,45,Male,Pune,2023-04-26,2024-02-17,-47,0,9,1900.6255555555556
CUST100365,64,Female,Bangalore,2023-03-27,2024-05-28,-148,0,6,2970.528333333333
CUST100366,50,Male,Chennai,2023-01-26,2023-11-25,37,0,7,2123.8385714285714
CUST100367,22,Male,Hyderabad,2022-12-27,2024-05-06,-126,0,12,3052.365
CUST100368,65,Male,Mumbai,2022-05-31,2024-05-06,-126,0,7,2196.7457142857143
CUST100369,36,Male,Chennai,2022-03-02,2024-05-11,-131,0,6,1757.7783333333334
CUST100370,21,Female,Mumbai,2023-01-26,2024-04-26,-116,0,11,2370.998181818182
CUST100371,52,Male,Pune,2023-01-26,2024-06-06,-157,0,8,3340.0625
CUST100372,66,Male,Delhi,2023-02-25,2024-02-28,-58,0,9,3353.45
CUST100373,34,Female,Chennai,2022-07-30,2023-08-12,142,0,5,3360.6279999999997
CUST100374,61,Male,Pune,2023-02-25,2024-03-28,-87,0,6,2682.1749999999997
CUST100375,45,Female,Mumbai,2023-09-23,2024-01-24,-23,0,12,2794.3591666666666
CUST100376,47,Female,Bangalore,2022-12-27,2024-04-17,-107,0,6,3789.97
CUST100377,46,Female,Bangalore,2023-04-26,2024-05-15,-135,0,10,2783.432
CUST100378,63,Male,Delhi,2023-08-24,2024-01-22,-21,0,12,2176.0958333333333
CUST100379,23,Female,Chennai,2023-11-22,2024-05-18,-138,0,8,2922.06375
CUST100380,52,Female,Chennai,2022-03-02,2024-01-15,-14,0,10,3330.3669999999997
CUST100381,58,Male,Chennai,2022-05-31,2024-05-24,-144,0,12,2566.1858333333334
CUST100382,54,Female,Pune,2022-05-01,2024-06-07,-158,0,6,2762.6416666666664
CUST100383,41,Female,Delhi,2023-09-23,2024-01-02,-1,0,4,2652.1175000000003
CUST100384,46,Female,Chennai,2023-04-26,2024-03-06,-65,0,6,2855.023333333333
CUST100385,66,Female,Pune,2023-10-23,2024-04-27,-117,0,6,2319.7833333333333
CUST100386,63,Female,Bangalore,2022-01-31,2024-06-09,-160,0,14,2607.1421428571425
CUST100387,48,Male,Mumbai,2023-02-25,2024-05-15,-135,0,5,2918.0099999999998
CUST100388,52,Female,Pune,2022-05-01,2024-05-04,-124,0,6,2581.8650000000002
CUST100389,50,Female,Bangalore,2023-07-25,2023-08-12,142,0,8,2898.6875
CUST100390,69,Male,Bangalore,2022-05-31,2023-10-24,69,0,5,2491.808
CUST100391,38,Male,Mumbai,2022-05-31,2023-12-24,8,0,3,2461.78
CUST100392,49,Male,Bangalore,2023-05-26,2024-05-31,-151,0,10,2902.9049999999997
CUST100393,40,Female,Delhi,2023-05-26,2023-06-05,210,1,7,2435.0671428571427
CUST100394,50,Male,Mumbai,2022-04-01,2024-05-30,-150,0,10,2751.3669999999997
CUST100395,20,Female,Bangalore,2023-04-26,2024-03-26,-85,0,16,2270.42375
CUST100396,35,Female,Hyderabad,2023-01-26,2023-10-03,90,0,7,2614.7057142857143
CUST100397,42,Male,Pune,2023-01-26,2024-02-20,-50,0,6,1833.2166666666665
CUST100398,59,Male,Bangalore,2022-12-27,2024-03-22,-81,0,10,2708.161
CUST100399,48,Female,Delhi,2022-06-30,2024-02-11,-41,0,5,3525.452
CUST100400,20,Male,Chennai,2022-11-27,2024-05-14,-134,0,7,2632.867142857143
CUST100401,57,Female,Bangalore,2023-10-23,2024-06-16,-167,0,6,1818.2300000000002
CUST100402,63,Male,Chennai,2023-02-25,2024-01-30,-29,0,9,3202.8844444444444
CUST100403,41,Male,Hyderabad,2023-06-25,2024-01-25,-24,0,5,3807.9839999999995
CUST100404,67,Male,Bangalore,2022-10-28,2024-05-07,-127,0,7,2393.671428571429
CUST100405,49,Female,Mumbai,2023-02-25,2023-10-24,69,0,3,3525.6966666666667
CUST100406,64,Male,Chennai,2022-11-27,2024-01-16,-15,0,4,3646.5975
CUST100407,39,Female,Hyderabad,2022-03-02,2023-10-23,70,0,5,2197.292
CUST100408,40,Female,Mumbai,2023-04-26,2024-04-16,-106,0,6,2805.67
CUST100409,19,Female,Mumbai,2022-03-02,2024-05-02,-122,0,10,2393.1279999999997
CUST100410,44,Female,Mumbai,2023-06-25,2024-03-19,-78,0,6,1657.2433333333336
CUST100411,59,Male,Mumbai,2023-07-25,2024-03-12,-71,0,8,3332.04125
CUST100412,19,Female,Bangalore,2022-04-01,2024-06-06,-157,0,8,2603.03625
CUST100413,43,Female,Pune,2022-03-02,2024-04-06,-96,0,5,2953.866
CUST100414,34,Male,Bangalore,2023-03-27,2024-04-18,-108,0,8,1729.5475
CUST100415,57,Female,Bangalore,2022-11-27,2024-05-19,-139,0,9,3069.9511111111115
CUST100416,50,Male,Hyderabad,2022-07-30,2023-09-10,113,0,7,3020.2157142857145
CUST100417,26,Female,Hyderabad,2023-11-22,2024-04-02,-92,0,5,2589.6699999999996
CUST100418,60,Male,Pune,2023-04-26,2023-08-19,135,0,7,2263.555714285714
CUST100419,65,Female,Hyderabad,2022-06-30,2024-06-10,-161,0,8,2288.6525
CUST100420,56,Male,Delhi,2022-10-28,2024-03-13,-72,0,8,2927.7062499999997
CUST100421,46,Female,Pune,2023-05-26,2024-04-02,-92,0,8,2246.96875
CUST100422,59,Female,Hyderabad,2022-01-01,2024-03-09,-68,0,9,2883.4844444444443
CUST100423,43,Male,Pune,2022-03-02,2024-05-30,-150,0,3,2542.616666666667
CUST100424,52,Male,Bangalore,2022-04-01,2022-08-25,494,1,1,101.43
CUST100425,67,Male,Bangalore,2022-12-27,2024-06-04,-155,0,9,2498.7788888888886
CUST100426,42,Male,Pune,2022-05-31,2024-05-10,-130,0,8,3198.78
CUST100427,41,Female,Delhi,2023-01-26,2024-05-08,-128,0,11,2633.0154545454548
CUST100428,30,Female,Delhi,2022-05-01,2024-05-15,-135,0,6,2952.338333333333
CUST100429,24,Male,Pune,2023-03-27,2024-04-14,-104,0,5,2678.846
CUST100430,53,Female,Hyderabad,2023-02-25,2023-12-27,5,0,8,2607.085
CUST100431,62,Male,Chennai,2023-02-25,2024-01-31,-30,0,6,2324.9199999999996
CUST100432,37,Male,Delhi,2022-04-01,2024-04-11,-101,0,6,3307.5783333333334
CUST100433,18,Female,Mumbai,2022-07-30,2024-05-27,-147,0,12,2758.4
CUST100434,25,Female,Bangalore,2023-03-27,2023-03-11,296,1,5,1854.716
CUST100435,63,Female,Pune,2023-03-27,2024-03-22,-81,0,4,2866.625
CUST100436,33,Female,Mumbai,2022-04-01,2024-04-29,-119,0,6,3265.8566666666666
CUST100437,31,Female,Pune,2022-12-27,2023-11-13,49,0,7,3065.531428571428
CUST100438,29,Female,Bangalore,2022-12-27,2023-08-30,124,0,9,3092.114444444445
CUST100439,68,Female,Bangalore,2022-01-31,2024-06-10,-161,0,8,2905.6075
CUST100440,40,Male,Delhi,2022-03-02,2024-06-12,-163,0,9,3016.7044444444446
CUST100441,32,Male,Delhi,2023-09-23,2024-05-16,-136,0,8,3051.4025
CUST100442,45,Male,Mumbai,2022-07-30,2024-03-19,-78,0,9,2409.5933333333332
CUST100443,51,Male,Pune,2023-11-22,2023-10-01,92,0,10,2874.557
CUST100444,19,Male,Bangalore,2023-02-25,2024-05-18,-138,0,7,1899.7457142857143
CUST100445,49,Female,Mumbai,2022-10-28,2024-05-28,-148,0,10,3169.942
CUST100446,40,Male,Chennai,2022-08-29,2024-04-11,-101,0,7,2156.7442857142855
CUST100447,39,Male,Mumbai,2022-06-30,2024-01-09,-8,0,4,2751.08
CUST100448,68,Male,Hyderabad,2022-12-27,2024-06-06,-157,0,7,2371.4871428571428
CUST100449,42,Male,Mumbai,2022-01-31,2024-01-30,-29,0,11,2668.21
CUST100450,39,Male,Hyderabad,2022-07-30,2022-09-15,473,1,2,2992.705
CUST100451,39,Male,Hyderabad,2022-06-30,2024-01-06,-5,0,4,2557.4225
CUST100452,66,Male,Hyderabad,2023-11-22,2024-02-13,-43,0,11,2880.378181818182
CUST100453,69,Female,Chennai,2022-11-27,2023-08-08,146,0,6,2678.5633333333335
CUST100454,59,Female,Mumbai,2023-06-25,2024-03-12,-71,0,12,2149.438333333333
CUST100455,23,Male,Mumbai,2022-06-30,2023-04-19,257,1,7,3168.4785714285713
CUST100456,32,Female,Chennai,2022-09-28,2023-10-24,69,0,6,2515.646666666667
CUST100457,60,Female,Bangalore,2023-03-27,2023-01-28,338,1,4,3847.6025
CUST100458,54,Female,Delhi,2022-03-02,2024-04-08,-98,0,6,1875.16
CUST100459,50,Female,Mumbai,2022-09-28,2023-10-31,62,0,5,1963.5240000000001
CUST100460,25,Male,Delhi,2022-05-31,2024-01-23,-22,0,6,3205.721666666667
CUST100461,61,Female,Pune,2023-05-26,2024-04-22,-112,0,7,2612.327142857143
CUST100462,61,Female,Pune,2023-05-26,2024-04-17,-107,0,8,2747.585
CUST100463,22,Female,Chennai,2022-05-01,2024-05-30,-150,0,14,2711.5714285714284
CUST100464,56,Male,Pune,2023-08-24,2024-05-28,-148,0,7,2591.9071428571433
CUST100465,21,Male,Pune,2022-06-30,2024-03-02,-61,0,13,2984.409230769231
CUST100466,23,Male,Bangalore,2022-01-31,2023-11-21,41,0,6,3459.263333333334
CUST100467,62,Male,Bangalore,2022-10-28,2024-03-31,-90,0,9,2975.417777777778
CUST100468,49,Male,Bangalore,2022-12-27,2024-03-07,-66,0,4,2908.8775
CUST100469,69,Male,Pune,2023-10-23,2024-04-26,-116,0,7,2314.8857142857146
CUST100470,47,Male,Chennai,2022-05-01,2023-05-10,236,1,7,1486.1171428571429
CUST100471,64,Female,Hyderabad,2022-05-31,2024-03-17,-76,0,5,2308.134
CUST100472,52,Female,Hyderabad,2023-11-22,2024-05-17,-137,0,9,2991.1499999999996
CUST100473,57,Female,Delhi,2023-01-26,2024-04-28,-118,0,11,2287.0809090909092
CUST100474,69,Male,Hyderabad,2022-11-27,2024-06-17,-168,0,11,3484.920909090909
CUST100475,33,Male,Hyderabad,2022-04-01,2024-04-30,-120,0,7,2216.89
CUST100476,30,Male,Bangalore,2023-10-23,2024-06-11,-162,0,5,1870.3200000000002
CUST100477,67,Male,Bangalore,2022-05-31,2023-12-25,7,0,9,2523.3822222222225
CUST100478,59,Male,Pune,2022-09-28,2024-03-07,-66,0,7,2354.878571428572
CUST100479,47,Female,Delhi,2023-05-26,2023-12-31,1,0,6,3367.778333333333
CUST100480,36,Female,Mumbai,2023-02-25,2024-03-29,-88,0,7,2741.218571428571
CUST100481,34,Male,Delhi,2022-07-30,2024-01-11,-10,0,7,2816.7514285714287
CUST100482,36,Male,Delhi,2022-08-29,2024-06-02,-153,0,6,2897.718333333333
CUST100483,45,Male,Chennai,2022-05-01,2024-05-05,-125,0,10,2054.648
CUST100484,43,Male,Pune,2022-09-28,2024-06-06,-157,0,3,2872.8199999999997
CUST100485,54,Female,Chennai,2023-07-25,2024-04-03,-93,0,9,2804.3088888888888
CUST100486,43,Male,Delhi,2022-05-31,2024-04-10,-100,0,5,2276.9139999999998
CUST100487,40,Male,Delhi,2023-03-27,2023-01-04,362,1,1,3381.99
CUST100488,26,Male,Delhi,2023-11-22,2024-04-03,-93,0,6,2012.4366666666665
CUST100489,29,Male,Hyderabad,2022-03-02,2024-04-10,-100,0,5,3042.956
CUST100490,18,Female,Chennai,2022-09-28,2024-04-13,-103,0,7,2361.457142857143
CUST100491,18,Male,Delhi,2022-10-28,2024-05-09,-129,0,10,3228.832
CUST100492,64,Male,Bangalore,2022-10-28,2024-05-17,-137,0,11,2662.990909090909
CUST100493,51,Female,Pune,2023-04-26,2024-03-07,-66,0,6,1551.295
CUST100494,49,Female,Pune,2022-04-01,2024-03-06,-65,0,9,2804.3355555555554
CUST100495,65,Female,Bangalore,2022-04-01,2023-09-24,99,0,6,2611.6216666666664
CUST100496,42,Male,Pune,2023-04-26,2024-06-15,-166,0,7,2668.338571428572
CUST100497,57,Male,Hyderabad,2022-08-29,2024-06-18,-169,0,7,2711.631428571429
CUST100498,62,Female,Hyderabad,2023-06-25,2024-03-24,-83,0,6,1257.4833333333333
CUST100499,18,Female,Mumbai,2022-05-01,2023-03-25,282,1,6,2392.5716666666667
CUST100500,33,Female,Mumbai,2023-09-23,2023-05-11,235,1,5,3430.656
CUST100501,56,Female,Mumbai,2023-11-22,2024-05-23,-143,0,9,2689.6200000000003
CUST100502,22,Female,Pune,2022-05-31,2024-05-21,-141,0,11,3253.7954545454545
CUST100503,39,Female,Hyderabad,2022-03-02,2023-07-17,168,0,8,2936.8812500000004
CUST100504,46,Male,Hyderabad,2023-09-23,2023-06-07,208,1,4,2168.725
CUST100505,20,Male,Hyderabad,2022-01-01,2024-05-23,-143,0,10,1248.406
CUST100506,29,Male,Bangalore,2023-07-25,2024-06-10,-161,0,4,2409.3325
CUST100507,43,Female,Hyderabad,2023-09-23,2024-06-14,-165,0,10,2549.7560000000003
CUST100508,33,Female,Bangalore,2023-03-27,2024-04-01,-91,0,10,2465.638
CUST100509,68,Female,Mumbai,2023-10-23,2024-01-01,0,0,4,1867.2675
CUST100510,54,Female,Mumbai,2022-10-28,2024-03-29,-88,0,12,2170.0758333333333
CUST100511,39,Female,Pune,2022-12-27,2024-06-04,-155,0,9,2586.5655555555554
CUST100512,46,Female,Mumbai,2022-09-28,2024-06-18,-169,0,3,2546.71
CUST100513,31,Male,Pune,2022-03-02,2024-03-01,-60,0,8,2911.59125
CUST100514,45,Male,Delhi,2022-08-29,2024-04-23,-113,0,6,3490.92
CUST100515,22,Female,Delhi,2022-11-27,2024-05-16,-136,0,11,1958.7354545454546
CUST100516,64,Male,Chennai,2023-10-23,2024-05-15,-135,0,6,2203.9583333333335
CUST100517,66,Female,Pune,2023-01-26,2024-04-18,-108,0,8,2349.62625
CUST100518,47,Male,Chennai,2022-01-01,2024-02-19,-49,0,5,3554.272
CUST100519,63,Female,Chennai,2023-05-26,2024-02-29,-59,0,12,2420.3541666666665
CUST100520,69,Female,Delhi,2023-04-26,2024-05-11,-131,0,8,2558.8737499999997
CUST100521,22,Male,Pune,2022-08-29,2024-05-05,-125,0,13,3022.6807692307693
CUST100522,29,Male,Delhi,2022-08-29,2024-02-24,-54,0,5,2407.94
CUST100523,33,Female,Chennai,2023-10-23,2023-12-18,14,0,5,2501.504
CUST100524,43,Female,Pune,2022-09-28,2024-01-03,-2,0,10,2494.029
CUST100525,43,Male,Chennai,2023-06-25,2024-04-12,-102,0,2,3285.7799999999997
CUST100526,65,Male,Hyderabad,2023-02-25,2024-06-06,-157,0,7,2775.218571428571
CUST100527,38,Female,Pune,2022-05-01,2024-05-30,-150,0,14,2426.9585714285713
CUST100528,56,Male,Pune,2023-02-25,2024-02-21,-51,0,8,2897.485
CUST100529,53,Female,Chennai,2023-07-25,2024-01-10,-9,0,10,2104.007
CUST100530,50,Female,Hyderabad,2023-10-23,2024-05-27,-147,0,11,2752.998181818182
CUST100531,47,Female,Bangalore,2022-01-31,2023-04-11,265,1,3,3242.7899999999995
CUST100532,54,Female,Delhi,2022-12-27,2024-06-05,-156,0,9,2376.793333333333
CUST100533,40,Male,Chennai,2023-11-22,2024-02-15,-45,0,7,2935.7942857142857
CUST100534,27,Male,Pune,2023-03-27,2023-10-06,87,0,5,2325.486
CUST100535,22,Male,Delhi,2023-02-25,2023-10-16,77,0,8,2326.45625
CUST100536,53,Male,Delhi,2022-09-28,2023-09-18,105,0,8,1815.39125
CUST100537,51,Male,Delhi,2023-01-26,2024-04-18,-108,0,5,2593.3959999999997
CUST100538,69,Male,Bangalore,2022-09-28,2024-01-16,-15,0,5,2723.668
CUST100539,48,Male,Mumbai,2023-01-26,2024-02-12,-42,0,9,2770.5166666666664
CUST100540,27,Female,Chennai,2023-10-23,2023-09-04,119,0,9,2851.7322222222224
CUST100541,36,Male,Mumbai,2022-08-29,2024-03-15,-74,0,9,2662.2855555555557
CUST100542,49,Male,Mumbai,2023-01-26,2024-01-12,-11,0,8,1990.69875
CUST100543,18,Female,Mumbai,2022-03-02,2024-06-15,-166,0,6,2582.1316666666667
CUST100544,22,Male,Delhi,2023-07-25,2024-04-02,-92,0,6,1451.9883333333335
CUST100545,62,Male,Hyderabad,2023-03-27,2024-06-04,-155,0,12,1933.9516666666668
CUST100546,21,Female,Delhi,2022-01-31,2024-06-08,-159,0,10,3160.7690000000002
CUST100547,33,Male,Delhi,2022-09-28,2024-05-14,-134,0,5,2397.528
CUST100548,41,Male,Pune,2022-03-02,2023-11-04,58,0,6,2520.0533333333333
CUST100549,33,Male,Pune,2022-10-28,2024-04-05,-95,0,10,2315.696
CUST100550,19,Female,Mumbai,2022-10-28,2023-11-09,53,0,6,1079.8683333333333
CUST100551,66,Male,Delhi,2023-08-24,2024-06-01,-152,0,8,2434.18625
CUST100552,45,Male,Mumbai,2023-08-24,2024-06-13,-164,0,7,2825.034285714286
CUST100553,49,Female,Pune,2023-09-23,2024-03-11,-70,0,9,3161.95
CUST100554,44,Male,Hyderabad,2022-12-27,2023-09-03,120,0,6,2688.5316666666668
CUST100555,37,Female,Chennai,2022-06-30,2024-02-08,-38,0,8,1883.8075000000001
CUST100556,41,Female,Mumbai,2023-10-23,2024-01-23,-22,0,9,3362.571111111111
CUST100557,29,Male,Hyderabad,2023-04-26,2024-05-23,-143,0,10,2848.3239999999996
CUST100558,67,Female,Chennai,2022-01-31,2024-03-26,-85,0,8,2933.19875
CUST100559,52,Female,Bangalore,2022-11-27,2024-06-10,-161,0,9,2170.2233333333334
CUST100560,50,Male,Mumbai,2022-09-28,2024-05-10,-130,0,15,2128.829333333333
CUST100561,50,Female,Mumbai,2023-05-26,2024-04-25,-115,0,7,2984.962857142857
CUST100562,68,Female,Bangalore,2023-09-23,2023-10-08,85,0,4,1521.5425
CUST100563,60,Male,Bangalore,2022-10-28,2024-05-09,-129,0,6,3213.84
CUST100564,54,Male,Mumbai,2023-03-27,2024-02-29,-59,0,10,1685.8470000000002
CUST100565,29,Male,Bangalore,2023-04-26,2024-04-09,-99,0,11,2717.8463636363635
CUST100566,20,Female,Delhi,2023-06-25,2023-11-16,46,0,7,2483.4714285714285
CUST100567,18,Male,Chennai,2023-05-26,2024-05-23,-143,0,12,2244.034166666667
CUST100568,50,Female,Chennai,2022-03-02,2023-08-04,150,0,4,2065.05
CUST100569,57,Female,Chennai,2023-08-24,2024-02-04,-34,0,8,2389.185
CUST100570,27,Female,Delhi,2023-03-27,2024-02-21,-51,0,4,3312.215
CUST100571,60,Female,Bangalore,2022-05-31,2024-01-05,-4,0,2,3102.495
CUST100572,61,Female,Hyderabad,2022-11-27,2024-05-19,-139,0,6,2368.1516666666666
CUST100573,46,Female,Bangalore,2022-10-28,2024-05-05,-125,0,6,2682.1066666666666
CUST100574,30,Female,Mumbai,2023-02-25,2024-05-14,-134,0,8,2865.12125
CUST100575,29,Male,Pune,2023-02-25,2024-02-27,-57,0,4,2547.7875000000004
CUST100576,48,Male,Chennai,2023-03-27,2024-03-14,-73,0,6,2508.6066666666666
CUST100577,63,Female,Bangalore,2022-09-28,2024-04-01,-91,0,5,2827.846
CUST100578,19,Female,Hyderabad,2022-11-27,2024-06-10,-161,0,8,3011.58
CUST100579,68,Male,Mumbai,2022-12-27,2024-03-18,-77,0,9,2676.681111111111
CUST100580,67,Female,Delhi,2022-04-01,2024-02-03,-33,0,10,2660.4539999999997
CUST100581,52,Male,Delhi,2022-06-30,2023-11-25,37,0,6,1778.695
CUST100582,40,Male,Hyderabad,2023-09-23,2024-06-11,-162,0,6,1926.7866666666666
CUST100583,34,Male,Mumbai,2022-01-31,2024-03-07,-66,0,9,1331.4911111111112
CUST100584,43,Female,Chennai,2023-02-25,2023-12-12,20,0,5,3214.352
CUST100585,25,Female,Bangalore,2022-07-30,2024-05-29,-149,0,8,2051.6025
CUST100586,46,Male,Mumbai,2022-06-30,2023-10-08,85,0,6,3369.4833333333336
CUST100587,43,Male,Delhi,2023-02-25,2024-02-27,-57,0,7,2891.75
CUST100588,27,Male,Hyderabad,2023-10-23,2024-04-14,-104,0,9,3028.9077777777775
CUST100589,43,Male,Hyderabad,2023-01-26,2024-02-28,-58,0,9,2566.678888888889
CUST100590,51,Male,Bangalore,2022-07-30,2023-10-27,66,0,7,2620.485714285714
CUST100591,68,Female,Hyderabad,2022-11-27,2024-06-03,-154,0,12,2574.4283333333333
CUST100592,58,Male,Hyderabad,2022-12-27,2023-11-23,39,0,4,2684.5950000000003
CUST100593,24,Female,Mumbai,2022-10-28,2024-03-02,-61,0,6,3434.4016666666666
CUST100594,21,Male,Chennai,2023-04-26,2024-05-03,-123,0,7,2960.991428571429
CUST100595,67,Female,Bangalore,2023-04-26,2024-06-04,-155,0,11,1979.9636363636362
CUST100596,62,Female,Mumbai,2023-11-22,2024-05-09,-129,0,6,3051.1183333333333
CUST100597,28,Female,Chennai,2022-04-01,2024-02-12,-42,0,8,2204.7375
CUST100598,46,Female,Mumbai,2023-08-24,2024-01-26,-25,0,10,1940.852
CUST100599,53,Female,Pune,2022-07-30,2023-09-02,121,0,5,4009.578
CUST100600,42,Female,Mumbai,2022-05-01,2024-04-17,-107,0,12,2567.6658333333335
CUST100601,38,Male,Hyderabad,2023-03-27,2023-06-05,210,1,5,3730.192
CUST100602,53,Female,Chennai,2022-04-01,2024-06-16,-167,0,7,2391.637142857143
CUST100603,27,Male,Bangalore,2023-09-23,2024-03-19,-78,0,8,1510.5812500000002
CUST100604,54,Female,Bangalore,2023-02-25,2023-11-10,52,0,9,2153.7966666666666
CUST100605,26,Female,Chennai,2022-11-27,2024-02-12,-42,0,9,3266.9211111111113
CUST100606,41,Male,Hyderabad,2022-05-01,2024-04-19,-109,0,9,2274.182222222222
CUST100607,52,Female,Delhi,2023-10-23,2024-04-18,-108,0,5,1232.422
CUST100608,66,Male,Mumbai,2023-03-27,2024-06-10,-161,0,6,3378.805
CUST100609,52,Male,Hyderabad,2023-01-26,2024-06-04,-155,0,6,2705.1150000000002
CUST100610,65,Male,Pune,2022-09-28,2023-11-04,58,0,3,2361.443333333333
CUST100611,53,Male,Chennai,2022-06-30,2024-04-26,-116,0,9,2474.5255555555555
CUST100612,35,Female,Mumbai,2022-12-27,2023-05-22,224,1,3,2748.476666666667
CUST100613,66,Female,Bangalore,2023-07-25,2024-05-18,-138,0,7,2393.9185714285713
CUST100614,56,Male,Delhi,2022-05-01,2023-12-10,22,0,9,2982.2922222222223
CUST100615,49,Female,Pune,2022-03-02,2023-11-04,58,0,7,3333.7371428571428
CUST100616,41,Female,Bangalore,2023-02-25,2024-02-14,-44,0,7,2210.272857142857
CUST100617,40,Male,Chennai,2022-04-01,2024-04-23,-113,0,11,2825.1690909090908
CUST100618,49,Female,Mumbai,2023-02-25,2024-04-20,-110,0,11,2544.699090909091
CUST100619,54,Male,Chennai,2023-01-26,2024-03-16,-75,0,12,3073.0783333333334
CUST100620,29,Male,Mumbai,2023-07-25,2024-06-09,-160,0,9,3130.804444444444
CUST100621,66,Female,Hyderabad,2023-06-25,2024-06-17,-168,0,4,2168.0299999999997
